HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Common County Name,Common State Abbreviation,State and County Federal Information Processing Standard Code,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Data Warehouse Record Create Date
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,17,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,4,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,19.01,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,5,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,6,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,7,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,8.01,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,14,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,,"Forsyth County, NC",NC,37067,9,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,8.02,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
LI-Winston-Salem,1379220218,HPSA Population,Primary Care,22,NC,Withdrawn,04/18/2003,01/02/2024,Not applicable,01/02/2024,2.3300,33150.0,44.0,14227:1,Low Income Population HPSA,Non-Rural,"Forsyth County, NC",NC,37067,18,,Census Tract,6990,26160,3000:1,8.7200,08/29/2026
UNITED HEALTH CENTERS,13799937GV,Federally Qualified Health Center,Primary Care,21,NC,Designated,06/01/2012,09/22/2025,,,,94319.0,,,,Non-Rural,"Forsyth County, NC",NC,37067,UNITED HEALTH CENTERS,13799937GV,Unknown,,,,,08/29/2026
Franklin,137069,Geographic HPSA,Primary Care,0,NC,Withdrawn,11/15/1978,11/03/2011,Not applicable,11/03/2011,15.0000,48327.0,,3222:1,Geographic Population,Non-Rural,"Franklin County, NC",NC,37069,Franklin,,Single County,52500,-4173,3500:1,0.0000,08/29/2026
LI - Franklin County,1372000312,HPSA Population,Primary Care,16,NC,Designated,08/07/2025,08/07/2025,Not applicable,,0.7740,23701.0,10.0,30621:1,Low Income Population HPSA,Non-Rural,"Franklin County, NC",NC,37069,Franklin,,Single County,2322,21379,3000:1,7.1260,08/29/2026
MI - Franklin County,1372838495,HPSA Population,Primary Care,17,NC,Withdrawn,07/18/2013,07/01/2026,Not applicable,07/01/2026,0.1600,5997.0,14.3,37481:1,Other Population HPSA,Non-Rural,"Franklin County, NC",NC,37069,Franklin,,Single County,480,5517,3000:1,1.8400,08/29/2026
Franklin Correctional Center,1374358527,Correctional Facility,Primary Care,3,NC,Withdrawn,07/06/2018,01/02/2024,3,01/02/2024,0.2000,,,,,Non-Rural,"Franklin County, NC",NC,37069,Franklin Correctional Center,1374358527,Unknown,,,1000:1,0.1600,08/29/2026
MI-Gaston County,1371949453,HPSA Population,Primary Care,11,NC,Withdrawn,09/12/2016,01/02/2024,Not applicable,01/02/2024,6.8400,28760.0,18.0,4205:1,Other Population HPSA,Partially Rural,"Gaston County, NC",NC,37071,Gaston,,Single County,20520,8240,3000:1,2.7500,08/29/2026
LI - Gaston County,1372166883,HPSA Population,Primary Care,14,NC,Designated,09/07/2021,08/13/2025,Not applicable,,15.9046,73979.0,12.7,4651:1,Low Income Population HPSA,Partially Rural,"Gaston County, NC",NC,37071,Gaston,,Single County,47714,26265,3000:1,8.7554,08/29/2026
Low Income - Gaston County,1379993739,HPSA Population,Primary Care,0,NC,Withdrawn,12/31/1991,11/03/2011,Not applicable,11/03/2011,0.0000,53790.0,,,Low Income Population HPSA,Partially Rural,"Gaston County, NC",NC,37071,Gaston,,Single County,0,53790,3000:1,0.0000,08/29/2026
"Gaston Family Health Services, Inc.",1379993792,Federally Qualified Health Center,Primary Care,20,NC,Designated,10/26/2002,03/30/2026,,,,1236424.0,,,,Non-Rural,"Gaston County, NC",NC,37071,"Gaston Family Health Services, Inc.",1379993792,Unknown,,,,,08/29/2026
Gates County,137073,High Needs Geographic HPSA,Primary Care,17,NC,Withdrawn,09/17/1979,07/02/2018,Not applicable,07/02/2018,0.9000,11730.0,16.9,13033:1,Geographic Population,Rural,"Gates County, NC",NC,37073,Gates,,Single County,2700,9030,3000:1,3.0100,08/29/2026
LI - Gates County,1371179032,HPSA Population,Primary Care,17,NC,Proposed For Withdrawal,07/30/2021,09/22/2025,Not applicable,,0.0000,3585.0,13.4,,Low Income Population HPSA,Rural,"Gates County, NC",NC,37073,Gates,,Single County,0,3585,3000:1,1.2000,08/29/2026
Gates County,1372390922,Geographic HPSA,Primary Care,16,NC,Withdrawn,07/27/2017,01/02/2024,Not applicable,01/02/2024,0.0000,11800.0,16.0,,Geographic Population,Rural,"Gates County, NC",NC,37073,Gates,,Single County,0,11800,3500:1,3.3700,08/29/2026
"Gateway Community Health Centers, Inc.",13799937GX,Federally Qualified Health Center,Primary Care,22,NC,Designated,06/01/2014,09/22/2025,,,,22520.0,,,,Rural,"Gates County, NC",NC,37073,"Gateway Community Health Centers, Inc.",13799937GX,Unknown,,,,,08/29/2026
LI - Graham County,1372761786,HPSA Population,Primary Care,14,NC,Designated,08/02/2021,09/22/2025,Not applicable,,0.5282,2755.0,8.7,5216:1,Low Income Population HPSA,Rural,"Graham County, NC",NC,37075,Graham,,Single County,1585,1170,3000:1,0.3918,08/29/2026
CIHA Snowbird Clinic,1374033399,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,12,NC,Designated,09/18/2020,09/22/2025,,,,1891.0,,,,Rural,"Graham County, NC",NC,37075,CIHA Snowbird Clinic,1374033399,Unknown,,,,,08/29/2026
Graham County,1374499324,Geographic HPSA,Primary Care,15,NC,Withdrawn,03/30/2020,01/02/2024,Not applicable,01/02/2024,0.7500,8536.0,19.3,11381:1,Geographic Population,Rural,"Graham County, NC",NC,37075,Graham,,Single County,2625,5911,3500:1,1.6900,08/29/2026
Graham County,1374619624,High Needs Geographic HPSA,Primary Care,17,NC,Withdrawn,06/13/1979,06/15/2020,Not applicable,06/15/2020,0.7500,8626.0,21.4,11501:1,Geographic Population,Rural,"Graham County, NC",NC,37075,Graham,,Single County,2250,6376,3000:1,2.1300,08/29/2026
The Snowbird Health Clinic,1377598499,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,14,NC,Designated,08/18/2019,09/22/2025,,,,1891.0,,,,Rural,"Graham County, NC",NC,37075,The Snowbird Health Clinic,1377598499,Unknown,,,,,08/29/2026
Granville,137077,Geographic HPSA,Primary Care,0,NC,Withdrawn,01/08/1980,08/14/1989,Not applicable,08/14/1989,29.0000,38864.0,17.0,1340:1,Geographic Population,Rural,"Granville County, NC",NC,37077,Granville,,Single County,101500,-62636,3500:1,,08/29/2026
SOUTH GRANVILLE PRIMARY CARE,1372036069,Rural Health Clinic,Primary Care,12,NC,Designated,11/24/2025,11/24/2025,,,,203886.0,,,,Rural,"Granville County, NC",NC,37077,SOUTH GRANVILLE PRIMARY CARE,1372036069,Unknown,,,,,08/29/2026
Granville Correctional Institution,1373175001,Correctional Facility,Primary Care,12,NC,Designated,08/31/2018,04/06/2023,12,,0.0000,1047.0,,,,Rural,"Granville County, NC",NC,37077,Granville Correctional Institution,1373175001,Unknown,,,1000:0,1.0500,08/29/2026
MI-Granville County,1374844871,HPSA Population,Primary Care,13,NC,Withdrawn,11/30/2016,01/02/2024,Not applicable,01/02/2024,0.0900,7449.0,15.8,82767:1,Other Population HPSA,Rural,"Granville County, NC",NC,37077,Granville,,Single County,270,7179,3000:1,2.3900,08/29/2026
LI - Granville County,1376796548,HPSA Population,Primary Care,18,NC,Designated,08/06/2021,06/16/2025,Not applicable,,0.8275,17828.0,14.0,21544:1,Low Income Population HPSA,Rural,"Granville County, NC",NC,37077,Granville,,Single County,2482,15346,3000:1,5.1125,08/29/2026
Granville Family Medicine PA,13799937E7,Rural Health Clinic,Primary Care,0,NC,Withdrawn,07/19/2007,08/22/2026,,06/25/2019,,,,,,Rural,"Granville County, NC",NC,37077,Granville Family Medicine PA,13799937E7,Unknown,,,,,08/29/2026
GRANVILLE INTERNAL MEDICINE & GERIATRICS,13799937F7,Rural Health Clinic,Primary Care,10,NC,Withdrawn,06/19/2007,02/06/2020,,02/06/2020,,103937.0,,,,Rural,"Granville County, NC",NC,37077,GRANVILLE INTERNAL MEDICINE & GERIATRICS,13799937F7,Unknown,,,,,08/29/2026
Green,137079,Geographic HPSA,Primary Care,0,NC,Withdrawn,11/29/2000,11/03/2011,Not applicable,11/03/2011,0.4000,0.0,,0:1,Geographic Population,Rural,"Greene County, NC",NC,37079,Greene,,Single County,1400,-1400,3500:1,0.0000,08/29/2026
LI - Greene County,1371841556,HPSA Population,Primary Care,19,NC,Designated,07/18/2018,06/20/2025,Not applicable,,1.4095,8584.0,22.3,6090:1,Low Income Population HPSA,Rural,"Greene County, NC",NC,37079,Greene,,Single County,4228,4356,3000:1,1.4505,08/29/2026
Eastern Correctional Institution,1379441754,Correctional Facility,Primary Care,6,NC,Designated,04/06/2023,04/06/2023,6,,0.3250,900.0,,,,Rural,"Greene County, NC",NC,37079,Eastern Correctional Institution,1379441754,Unknown,,,1000:1,0.5750,08/29/2026
Maury Correctional Institution,1379892983,Correctional Facility,Primary Care,3,NC,Designated,07/06/2018,04/04/2023,3,,1.0000,1605.0,,,,Rural,"Greene County, NC",NC,37079,Maury Correctional Institution,1379892983,Unknown,,,1000:1,0.6100,08/29/2026
"GREENE COUNTY HEALTH CARE, INCORPORATED",1379993777,Federally Qualified Health Center,Primary Care,21,NC,Designated,10/26/2002,09/22/2025,,,,213060.0,,,,Rural,"Greene County, NC",NC,37079,"GREENE COUNTY HEALTH CARE, INCORPORATED",1379993777,Unknown,,,,,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 157.03; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 128.04; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 160.10; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 128.05; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 157.05; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 127.06; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 160.11; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 165.03; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 157.07; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 106.01; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 161.02; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 106.02; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 101; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 107.02; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 161.03; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 127.05; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 104.04; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 161.01; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 115; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 164.05; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 102; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 160.06; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 103; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 160.07; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 104.03; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 125.04; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 104.01; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 119.05; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
LI-Guilford Greensboro,1373641440,HPSA Population,Primary Care,18,NC,Designated,09/11/2025,09/11/2025,Not applicable,,18.5010,93618.0,20.5,5060:1,Low Income Population HPSA,Non-Rural,"Guilford County, NC",NC,37081,Census Tract 105; Guilford County; North Carolina,,Census Tract,55503,38115,3000:1,12.7090,08/29/2026
